instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
210,2011-01-10,Spring,2011,Jan,0,0,Monday,Clear,0.12,0.1212,50.0,0.2836,2,3,5,weekdays,Normal
211,2011-01-10,Spring,2011,Jan,1,0,Monday,Clear,0.12,0.1212,50.0,0.2836,1,0,1,weekdays,Normal
212,2011-01-10,Spring,2011,Jan,2,0,Monday,Clear,0.12,0.1212,50.0,0.2239,0,3,3,weekdays,Normal
213,2011-01-10,Spring,2011,Jan,3,0,Monday,Clear,0.12,0.1212,50.0,0.2239,0,1,1,weekdays,Normal
214,2011-01-10,Spring,2011,Jan,4,0,Monday,Clear,0.1,0.1212,54.0,0.1343,1,2,3,weekdays,Normal
215,2011-01-10,Spring,2011,Jan,5,0,Monday,Clear,0.1,0.1061,54.0,0.2537,0,3,3,weekdays,Normal
216,2011-01-10,Spring,2011,Jan,6,0,Monday,Clear,0.12,0.1212,50.0,0.2836,0,31,31,weekdays,Normal
217,2011-01-10,Spring,2011,Jan,7,0,Monday,Clear,0.12,0.1212,50.0,0.2239,2,75,77,weekdays,Normal
218,2011-01-10,Spring,2011,Jan,8,0,Monday,Misty,0.12,0.1212,50.0,0.2836,4,184,188,weekdays,Normal
219,2011-01-10,Spring,2011,Jan,9,0,Monday,Misty,0.14,0.1212,50.0,0.2537,2,92,94,weekdays,Normal
220,2011-01-10,Spring,2011,Jan,10,0,Monday,Misty,0.14,0.1212,50.0,0.2985,0,31,31,weekdays,Normal
221,2011-01-10,Spring,2011,Jan,11,0,Monday,Misty,0.16,0.1364,47.0,0.2836,2,28,30,weekdays,Normal
222,2011-01-10,Spring,2011,Jan,12,0,Monday,Misty,0.2,0.1818,40.0,0.2836,5,47,52,weekdays,Kering
223,2011-01-10,Spring,2011,Jan,13,0,Monday,Misty,0.2,0.1818,40.0,0.2836,4,50,54,weekdays,Kering
224,2011-01-10,Spring,2011,Jan,14,0,Monday,Misty,0.2,0.197,40.0,0.2239,0,47,47,weekdays,Kering
225,2011-01-10,Spring,2011,Jan,15,0,Monday,Misty,0.2,0.197,40.0,0.2239,2,43,45,weekdays,Kering
226,2011-01-10,Spring,2011,Jan,16,0,Monday,Clear,0.2,0.2121,40.0,0.1343,4,70,74,weekdays,Kering
227,2011-01-10,Spring,2011,Jan,17,0,Monday,Clear,0.2,0.2273,40.0,0.1045,4,174,178,weekdays,Kering
228,2011-01-10,Spring,2011,Jan,18,0,Monday,Clear,0.2,0.197,40.0,0.2239,1,154,155,weekdays,Kering
229,2011-01-10,Spring,2011,Jan,19,0,Monday,Clear,0.16,0.1667,47.0,0.1642,3,92,95,weekdays,Normal
230,2011-01-10,Spring,2011,Jan,20,0,Monday,Clear,0.16,0.1667,50.0,0.1642,1,73,74,weekdays,Normal
231,2011-01-10,Spring,2011,Jan,21,0,Monday,Clear,0.14,0.1364,59.0,0.194,1,37,38,weekdays,Normal
232,2011-01-10,Spring,2011,Jan,22,0,Monday,Clear,0.14,0.1515,59.0,0.1642,2,22,24,weekdays,Normal
233,2011-01-10,Spring,2011,Jan,23,0,Monday,Clear,0.14,0.1515,59.0,0.1642,0,18,18,weekdays,Normal
234,2011-01-11,Spring,2011,Jan,0,0,Tuesday,Clear,0.14,0.1667,59.0,0.1045,2,10,12,weekdays,Normal
235,2011-01-11,Spring,2011,Jan,1,0,Tuesday,Clear,0.14,0.1515,59.0,0.1642,0,3,3,weekdays,Normal
236,2011-01-11,Spring,2011,Jan,2,0,Tuesday,Misty,0.16,0.1515,55.00000000000001,0.194,0,3,3,weekdays,Normal
237,2011-01-11,Spring,2011,Jan,5,0,Tuesday,Misty,0.16,0.1818,55.00000000000001,0.1343,0,6,6,weekdays,Normal
238,2011-01-11,Spring,2011,Jan,6,0,Tuesday,Misty,0.16,0.1818,55.00000000000001,0.1343,0,27,27,weekdays,Normal
239,2011-01-11,Spring,2011,Jan,7,0,Tuesday,Misty,0.16,0.2273,55.00000000000001,0.0,2,97,99,weekdays,Normal
240,2011-01-11,Spring,2011,Jan,8,0,Tuesday,Misty,0.18,0.2121,51.0,0.0896,3,214,217,weekdays,Normal
241,2011-01-11,Spring,2011,Jan,9,0,Tuesday,Misty,0.18,0.197,51.0,0.1642,3,127,130,weekdays,Normal
242,2011-01-11,Spring,2011,Jan,10,0,Tuesday,Misty,0.2,0.2121,51.0,0.1642,3,51,54,weekdays,Normal
243,2011-01-11,Spring,2011,Jan,11,0,Tuesday,Misty,0.2,0.2121,47.0,0.1343,4,31,35,weekdays,Normal
244,2011-01-11,Spring,2011,Jan,12,0,Tuesday,Misty,0.2,0.2273,51.0,0.1045,2,55,57,weekdays,Normal
245,2011-01-11,Spring,2011,Jan,13,0,Tuesday,Misty,0.2,0.2273,59.0,0.0896,6,46,52,weekdays,Normal
246,2011-01-11,Spring,2011,Jan,14,0,Tuesday,Misty,0.2,0.2273,59.0,0.0896,3,60,63,weekdays,Normal
247,2011-01-11,Spring,2011,Jan,15,0,Tuesday,Misty,0.16,0.197,80.0,0.0896,2,45,47,weekdays,Lembab
248,2011-01-11,Spring,2011,Jan,16,0,Tuesday,Misty,0.16,0.1515,86.0,0.2239,4,72,76,weekdays,Lembab
249,2011-01-11,Spring,2011,Jan,17,0,Tuesday,Misty,0.16,0.1515,86.0,0.2239,6,130,136,weekdays,Lembab
250,2011-01-11,Spring,2011,Jan,18,0,Tuesday,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,94,95,weekdays,Lembab
251,2011-01-11,Spring,2011,Jan,19,0,Tuesday,Light_rainsnow,0.16,0.2273,93.0,0.0,0,51,51,weekdays,Lembab
252,2011-01-11,Spring,2011,Jan,20,0,Tuesday,Light_rainsnow,0.16,0.1515,93.0,0.194,0,32,32,weekdays,Lembab
253,2011-01-11,Spring,2011,Jan,21,0,Tuesday,Light_rainsnow,0.16,0.197,86.0,0.0896,0,20,20,weekdays,Lembab
254,2011-01-11,Spring,2011,Jan,22,0,Tuesday,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,28,29,weekdays,Lembab
255,2011-01-11,Spring,2011,Jan,23,0,Tuesday,Light_rainsnow,0.16,0.197,93.0,0.0896,1,18,19,weekdays,Lembab
256,2011-01-12,Spring,2011,Jan,0,0,Wednesday,Misty,0.16,0.197,86.0,0.0896,0,7,7,weekdays,Lembab
257,2011-01-12,Spring,2011,Jan,1,0,Wednesday,Misty,0.16,0.1818,86.0,0.1045,0,6,6,weekdays,Lembab
258,2011-01-12,Spring,2011,Jan,2,0,Wednesday,Clear,0.14,0.1515,86.0,0.1343,0,1,1,weekdays,Lembab
259,2011-01-12,Spring,2011,Jan,5,0,Wednesday,Clear,0.14,0.1515,86.0,0.1642,0,5,5,weekdays,Lembab
260,2011-01-12,Spring,2011,Jan,6,0,Wednesday,Clear,0.12,0.1515,93.0,0.1343,0,16,16,weekdays,Lembab
261,2011-01-12,Spring,2011,Jan,7,0,Wednesday,Clear,0.14,0.1515,69.0,0.1343,0,54,54,weekdays,Lembab
262,2011-01-12,Spring,2011,Jan,8,0,Wednesday,Clear,0.16,0.1667,59.0,0.1642,3,125,128,weekdays,Normal
263,2011-01-12,Spring,2011,Jan,9,0,Wednesday,Clear,0.16,0.1364,59.0,0.3284,3,78,81,weekdays,Normal
264,2011-01-12,Spring,2011,Jan,10,0,Wednesday,Clear,0.18,0.1818,55.00000000000001,0.2239,0,39,39,weekdays,Normal
265,2011-01-12,Spring,2011,Jan,11,0,Wednesday,Clear,0.2,0.1818,51.0,0.3881,3,32,35,weekdays,Normal
266,2011-01-12,Spring,2011,Jan,12,0,Wednesday,Clear,0.2,0.1515,47.0,0.5821,3,52,55,weekdays,Normal
267,2011-01-12,Spring,2011,Jan,13,0,Wednesday,Clear,0.22,0.197,44.0,0.3582,0,49,49,weekdays,Kering
268,2011-01-12,Spring,2011,Jan,14,0,Wednesday,Clear,0.2,0.1818,47.0,0.3284,0,44,44,weekdays,Normal
269,2011-01-12,Spring,2011,Jan,15,0,Wednesday,Clear,0.2,0.1667,47.0,0.4179,1,48,49,weekdays,Normal
270,2011-01-12,Spring,2011,Jan,16,0,Wednesday,Clear,0.22,0.197,44.0,0.3284,5,63,68,weekdays,Kering
271,2011-01-12,Spring,2011,Jan,17,0,Wednesday,Clear,0.2,0.1818,47.0,0.3582,0,139,139,weekdays,Normal
272,2011-01-12,Spring,2011,Jan,18,0,Wednesday,Clear,0.2,0.1515,47.0,0.5224,2,135,137,weekdays,Normal
273,2011-01-12,Spring,2011,Jan,19,0,Wednesday,Clear,0.18,0.1515,47.0,0.4179,1,82,83,weekdays,Normal
274,2011-01-12,Spring,2011,Jan,20,0,Wednesday,Clear,0.16,0.1364,50.0,0.3284,2,54,56,weekdays,Normal
275,2011-01-12,Spring,2011,Jan,21,0,Wednesday,Clear,0.16,0.1364,55.00000000000001,0.3284,0,57,57,weekdays,Normal
276,2011-01-12,Spring,2011,Jan,22,0,Wednesday,Clear,0.16,0.1212,55.00000000000001,0.4478,1,32,33,weekdays,Normal
277,2011-01-12,Spring,2011,Jan,23,0,Wednesday,Clear,0.14,0.1061,59.0,0.4179,1,19,20,weekdays,Normal
278,2011-01-13,Spring,2011,Jan,0,0,Thursday,Clear,0.14,0.1212,59.0,0.2836,1,6,7,weekdays,Normal
279,2011-01-13,Spring,2011,Jan,1,0,Thursday,Clear,0.14,0.1212,50.0,0.2836,0,2,2,weekdays,Normal
280,2011-01-13,Spring,2011,Jan,2,0,Thursday,Clear,0.14,0.1212,50.0,0.3582,0,2,2,weekdays,Normal
281,2011-01-13,Spring,2011,Jan,3,0,Thursday,Clear,0.14,0.1212,50.0,0.3284,0,3,3,weekdays,Normal
282,2011-01-13,Spring,2011,Jan,4,0,Thursday,Clear,0.14,0.1212,50.0,0.2537,0,4,4,weekdays,Normal
283,2011-01-13,Spring,2011,Jan,5,0,Thursday,Clear,0.14,0.1212,50.0,0.2985,0,3,3,weekdays,Normal
284,2011-01-13,Spring,2011,Jan,6,0,Thursday,Clear,0.12,0.1515,54.0,0.1343,0,28,28,weekdays,Normal
285,2011-01-13,Spring,2011,Jan,7,0,Thursday,Clear,0.12,0.1515,54.0,0.1343,0,72,72,weekdays,Normal
286,2011-01-13,Spring,2011,Jan,8,0,Thursday,Clear,0.14,0.1364,50.0,0.194,5,197,202,weekdays,Normal
287,2011-01-13,Spring,2011,Jan,9,0,Thursday,Clear,0.14,0.1212,50.0,0.3284,2,137,139,weekdays,Normal
288,2011-01-13,Spring,2011,Jan,10,0,Thursday,Misty,0.16,0.1364,50.0,0.3582,2,36,38,weekdays,Normal
289,2011-01-13,Spring,2011,Jan,11,0,Thursday,Misty,0.2,0.1667,44.0,0.4478,4,33,37,weekdays,Kering
290,2011-01-13,Spring,2011,Jan,12,0,Thursday,Clear,0.2,0.1667,44.0,0.4179,3,49,52,weekdays,Kering
291,2011-01-13,Spring,2011,Jan,13,0,Thursday,Clear,0.22,0.197,41.0,0.4478,2,81,83,weekdays,Kering
292,2011-01-13,Spring,2011,Jan,14,0,Thursday,Clear,0.22,0.197,41.0,0.3881,3,39,42,weekdays,Kering
293,2011-01-13,Spring,2011,Jan,15,0,Thursday,Clear,0.24,0.2121,38.0,0.2985,5,55,60,weekdays,Kering
294,2011-01-13,Spring,2011,Jan,16,0,Thursday,Clear,0.24,0.2121,38.0,0.3582,2,76,78,weekdays,Kering
295,2011-01-13,Spring,2011,Jan,17,0,Thursday,Clear,0.2,0.1818,40.0,0.2836,4,158,162,weekdays,Kering
296,2011-01-13,Spring,2011,Jan,18,0,Thursday,Clear,0.2,0.1818,40.0,0.3284,3,141,144,weekdays,Kering
297,2011-01-13,Spring,2011,Jan,19,0,Thursday,Clear,0.16,0.1515,47.0,0.2537,1,98,99,weekdays,Normal
298,2011-01-13,Spring,2011,Jan,20,0,Thursday,Clear,0.16,0.1515,47.0,0.2239,0,64,64,weekdays,Normal
299,2011-01-13,Spring,2011,Jan,21,0,Thursday,Clear,0.14,0.1212,46.0,0.2985,0,40,40,weekdays,Normal
300,2011-01-13,Spring,2011,Jan,22,0,Thursday,Clear,0.14,0.1212,46.0,0.3284,0,30,30,weekdays,Normal
301,2011-01-13,Spring,2011,Jan,23,0,Thursday,Clear,0.12,0.1364,50.0,0.194,1,14,15,weekdays,Normal
302,2011-01-14,Spring,2011,Jan,0,0,Friday,Clear,0.12,0.1364,50.0,0.194,0,14,14,weekdays,Normal
303,2011-01-14,Spring,2011,Jan,1,0,Friday,Clear,0.1,0.1212,54.0,0.1642,0,5,5,weekdays,Normal
304,2011-01-14,Spring,2011,Jan,2,0,Friday,Clear,0.1,0.1212,54.0,0.1343,0,1,1,weekdays,Normal
305,2011-01-14,Spring,2011,Jan,3,0,Friday,Clear,0.1,0.1364,54.0,0.1045,0,1,1,weekdays,Normal
306,2011-01-14,Spring,2011,Jan,5,0,Friday,Clear,0.1,0.1364,54.0,0.0896,0,8,8,weekdays,Normal
307,2011-01-14,Spring,2011,Jan,6,0,Friday,Clear,0.1,0.1818,54.0,0.0,0,17,17,weekdays,Normal
308,2011-01-14,Spring,2011,Jan,7,0,Friday,Clear,0.1,0.1212,74.0,0.1642,0,70,70,weekdays,Lembab
309,2011-01-14,Spring,2011,Jan,8,0,Friday,Clear,0.12,0.1667,68.0,0.0,2,156,158,weekdays,Lembab
310,2011-01-14,Spring,2011,Jan,9,0,Friday,Clear,0.14,0.1515,69.0,0.1343,0,117,117,weekdays,Lembab
311,2011-01-14,Spring,2011,Jan,10,0,Friday,Clear,0.18,0.1818,55.00000000000001,0.194,4,40,44,weekdays,Normal
312,2011-01-14,Spring,2011,Jan,11,0,Friday,Clear,0.18,0.1667,51.0,0.2836,6,47,53,weekdays,Normal
313,2011-01-14,Spring,2011,Jan,12,0,Friday,Clear,0.2,0.197,44.0,0.2537,2,59,61,weekdays,Kering
314,2011-01-14,Spring,2011,Jan,13,0,Friday,Clear,0.22,0.197,37.0,0.3881,4,73,77,weekdays,Kering
315,2011-01-14,Spring,2011,Jan,14,0,Friday,Clear,0.22,0.2121,41.0,0.2836,5,59,64,weekdays,Kering
316,2011-01-14,Spring,2011,Jan,15,0,Friday,Clear,0.24,0.2424,38.0,0.1642,9,59,68,weekdays,Kering
317,2011-01-14,Spring,2011,Jan,16,0,Friday,Clear,0.22,0.2424,41.0,0.1045,3,87,90,weekdays,Kering
318,2011-01-14,Spring,2011,Jan,17,0,Friday,Clear,0.22,0.2273,41.0,0.1642,4,155,159,weekdays,Kering
319,2011-01-14,Spring,2011,Jan,18,0,Friday,Clear,0.2,0.2576,47.0,0.0,5,134,139,weekdays,Normal
320,2011-01-14,Spring,2011,Jan,19,0,Friday,Clear,0.16,0.197,59.0,0.0896,3,89,92,weekdays,Normal
321,2011-01-14,Spring,2011,Jan,20,0,Friday,Clear,0.18,0.2424,59.0,0.0,0,68,68,weekdays,Normal
322,2011-01-14,Spring,2011,Jan,21,0,Friday,Clear,0.16,0.2273,69.0,0.0,4,48,52,weekdays,Lembab
323,2011-01-14,Spring,2011,Jan,22,0,Friday,Misty,0.16,0.2273,69.0,0.0,2,34,36,weekdays,Lembab
324,2011-01-14,Spring,2011,Jan,23,0,Friday,Misty,0.18,0.2424,55.00000000000001,0.0,1,26,27,weekdays,Normal
325,2011-01-15,Spring,2011,Jan,0,0,Saturday,Clear,0.18,0.2424,55.00000000000001,0.0,3,25,28,weekend,Normal
326,2011-01-15,Spring,2011,Jan,1,0,Saturday,Misty,0.16,0.197,59.0,0.0896,2,18,20,weekend,Normal
327,2011-01-15,Spring,2011,Jan,2,0,Saturday,Misty,0.16,0.197,59.0,0.0896,0,12,12,weekend,Normal
328,2011-01-15,Spring,2011,Jan,3,0,Saturday,Misty,0.16,0.2273,59.0,0.0,1,7,8,weekend,Normal
329,2011-01-15,Spring,2011,Jan,4,0,Saturday,Misty,0.16,0.2273,59.0,0.0,0,5,5,weekend,Normal
330,2011-01-15,Spring,2011,Jan,5,0,Saturday,Clear,0.16,0.2273,59.0,0.0,0,1,1,weekend,Normal
331,2011-01-15,Spring,2011,Jan,6,0,Saturday,Clear,0.14,0.1667,63.0,0.1045,1,2,3,weekend,Normal
332,2011-01-15,Spring,2011,Jan,7,0,Saturday,Clear,0.14,0.2121,63.0,0.0,1,9,10,weekend,Normal
333,2011-01-15,Spring,2011,Jan,8,0,Saturday,Clear,0.14,0.1515,63.0,0.1343,1,22,23,weekend,Normal
334,2011-01-15,Spring,2011,Jan,9,0,Saturday,Clear,0.16,0.1818,64.0,0.1343,2,31,33,weekend,Normal
335,2011-01-15,Spring,2011,Jan,10,0,Saturday,Clear,0.18,0.197,59.0,0.1642,2,57,59,weekend,Normal
336,2011-01-15,Spring,2011,Jan,11,0,Saturday,Clear,0.2,0.197,55.00000000000001,0.2239,18,54,72,weekend,Normal
337,2011-01-15,Spring,2011,Jan,12,0,Saturday,Clear,0.24,0.2273,48.0,0.2239,15,74,89,weekend,Normal
338,2011-01-15,Spring,2011,Jan,13,0,Saturday,Clear,0.28,0.2576,38.0,0.2985,21,80,101,weekend,Kering
339,2011-01-15,Spring,2011,Jan,14,0,Saturday,Clear,0.3,0.2879,39.0,0.2836,26,92,118,weekend,Kering
340,2011-01-15,Spring,2011,Jan,15,0,Saturday,Misty,0.32,0.3182,36.0,0.194,21,108,129,weekend,Kering
341,2011-01-15,Spring,2011,Jan,16,0,Saturday,Misty,0.34,0.3333,34.0,0.194,33,95,128,weekend,Kering
342,2011-01-15,Spring,2011,Jan,17,0,Saturday,Misty,0.32,0.303,36.0,0.2836,29,54,83,weekend,Kering
343,2011-01-15,Spring,2011,Jan,18,0,Saturday,Misty,0.3,0.2879,45.0,0.2537,15,69,84,weekend,Normal
344,2011-01-15,Spring,2011,Jan,19,0,Saturday,Misty,0.32,0.303,39.0,0.2537,14,60,74,weekend,Kering
345,2011-01-15,Spring,2011,Jan,20,0,Saturday,Misty,0.32,0.303,39.0,0.2537,6,35,41,weekend,Kering
346,2011-01-15,Spring,2011,Jan,21,0,Saturday,Misty,0.32,0.303,39.0,0.2239,6,51,57,weekend,Kering
347,2011-01-15,Spring,2011,Jan,22,0,Saturday,Misty,0.3,0.3182,42.0,0.1045,0,26,26,weekend,Kering
348,2011-01-15,Spring,2011,Jan,23,0,Saturday,Clear,0.3,0.2879,45.0,0.2836,5,39,44,weekend,Normal
349,2011-01-16,Spring,2011,Jan,0,0,Sunday,Clear,0.26,0.303,56.00000000000001,0.0,6,33,39,weekend,Normal
350,2011-01-16,Spring,2011,Jan,1,0,Sunday,Clear,0.26,0.2727,56.00000000000001,0.1343,4,19,23,weekend,Normal
351,2011-01-16,Spring,2011,Jan,2,0,Sunday,Clear,0.26,0.2879,56.00000000000001,0.0896,3,13,16,weekend,Normal
352,2011-01-16,Spring,2011,Jan,3,0,Sunday,Clear,0.22,0.2727,69.0,0.0,9,6,15,weekend,Lembab
353,2011-01-16,Spring,2011,Jan,4,0,Sunday,Clear,0.26,0.2576,56.00000000000001,0.1642,0,1,1,weekend,Normal
354,2011-01-16,Spring,2011,Jan,5,0,Sunday,Misty,0.26,0.2576,56.00000000000001,0.1642,1,1,2,weekend,Normal
355,2011-01-16,Spring,2011,Jan,6,0,Sunday,Misty,0.26,0.2576,56.00000000000001,0.1642,0,1,1,weekend,Normal
356,2011-01-16,Spring,2011,Jan,7,0,Sunday,Misty,0.24,0.2121,56.00000000000001,0.2985,0,3,3,weekend,Normal
357,2011-01-16,Spring,2011,Jan,8,0,Sunday,Clear,0.22,0.2121,55.00000000000001,0.2836,0,18,18,weekend,Normal
358,2011-01-16,Spring,2011,Jan,9,0,Sunday,Clear,0.22,0.2121,51.0,0.2537,3,29,32,weekend,Normal
359,2011-01-16,Spring,2011,Jan,10,0,Sunday,Clear,0.22,0.2121,51.0,0.2836,8,71,79,weekend,Normal
360,2011-01-16,Spring,2011,Jan,11,0,Sunday,Clear,0.24,0.2273,44.0,0.2537,23,70,93,weekend,Kering
361,2011-01-16,Spring,2011,Jan,12,0,Sunday,Clear,0.24,0.2121,41.0,0.2836,29,75,104,weekend,Kering
362,2011-01-16,Spring,2011,Jan,13,0,Sunday,Clear,0.26,0.2273,35.0,0.2985,23,95,118,weekend,Kering
363,2011-01-16,Spring,2011,Jan,14,0,Sunday,Clear,0.28,0.2727,36.0,0.2537,22,69,91,weekend,Kering
364,2011-01-16,Spring,2011,Jan,15,0,Sunday,Clear,0.26,0.2424,38.0,0.2537,35,78,113,weekend,Kering
365,2011-01-16,Spring,2011,Jan,16,0,Sunday,Clear,0.24,0.2273,38.0,0.2239,22,77,99,weekend,Kering
366,2011-01-16,Spring,2011,Jan,17,0,Sunday,Clear,0.22,0.2121,37.0,0.2537,23,82,105,weekend,Kering
367,2011-01-16,Spring,2011,Jan,18,0,Sunday,Clear,0.2,0.2121,40.0,0.1642,11,56,67,weekend,Kering
368,2011-01-16,Spring,2011,Jan,19,0,Sunday,Clear,0.18,0.197,47.0,0.1343,14,47,61,weekend,Normal
369,2011-01-16,Spring,2011,Jan,20,0,Sunday,Clear,0.18,0.197,47.0,0.1642,7,50,57,weekend,Normal
370,2011-01-16,Spring,2011,Jan,21,0,Sunday,Clear,0.18,0.197,51.0,0.1642,6,22,28,weekend,Normal
371,2011-01-16,Spring,2011,Jan,22,0,Sunday,Misty,0.2,0.2121,49.0,0.1343,2,19,21,weekend,Normal
372,2011-01-16,Spring,2011,Jan,23,0,Sunday,Misty,0.2,0.2273,40.0,0.1045,0,18,18,weekend,Kering
373,2011-01-17,Spring,2011,Jan,0,1,Monday,Misty,0.2,0.197,47.0,0.2239,1,16,17,weekdays,Normal
374,2011-01-17,Spring,2011,Jan,1,1,Monday,Misty,0.2,0.197,44.0,0.194,1,15,16,weekdays,Kering
375,2011-01-17,Spring,2011,Jan,2,1,Monday,Misty,0.18,0.1667,43.0,0.2537,0,8,8,weekdays,Kering
376,2011-01-17,Spring,2011,Jan,3,1,Monday,Misty,0.18,0.1818,43.0,0.194,0,2,2,weekdays,Kering
377,2011-01-17,Spring,2011,Jan,4,1,Monday,Misty,0.18,0.197,43.0,0.1343,1,2,3,weekdays,Kering
378,2011-01-17,Spring,2011,Jan,5,1,Monday,Misty,0.18,0.197,43.0,0.1642,0,1,1,weekdays,Kering
379,2011-01-17,Spring,2011,Jan,6,1,Monday,Misty,0.18,0.1818,43.0,0.194,0,5,5,weekdays,Kering
380,2011-01-17,Spring,2011,Jan,7,1,Monday,Misty,0.16,0.1818,50.0,0.1343,4,9,13,weekdays,Normal
381,2011-01-17,Spring,2011,Jan,8,1,Monday,Misty,0.16,0.1515,47.0,0.2239,3,30,33,weekdays,Normal
382,2011-01-17,Spring,2011,Jan,9,1,Monday,Misty,0.16,0.1515,47.0,0.2239,8,39,47,weekdays,Normal
383,2011-01-17,Spring,2011,Jan,10,1,Monday,Misty,0.16,0.1515,50.0,0.2537,7,50,57,weekdays,Normal
384,2011-01-17,Spring,2011,Jan,11,1,Monday,Misty,0.16,0.1515,55.00000000000001,0.194,9,55,64,weekdays,Normal
385,2011-01-17,Spring,2011,Jan,12,1,Monday,Misty,0.18,0.197,47.0,0.1343,10,70,80,weekdays,Normal
386,2011-01-17,Spring,2011,Jan,13,1,Monday,Misty,0.18,0.197,47.0,0.1343,13,80,93,weekdays,Normal
387,2011-01-17,Spring,2011,Jan,14,1,Monday,Misty,0.18,0.2121,43.0,0.1045,12,74,86,weekdays,Kering
388,2011-01-17,Spring,2011,Jan,15,1,Monday,Misty,0.2,0.2121,47.0,0.1642,21,72,93,weekdays,Normal
389,2011-01-17,Spring,2011,Jan,16,1,Monday,Misty,0.2,0.2121,47.0,0.1642,6,76,82,weekdays,Normal
390,2011-01-17,Spring,2011,Jan,17,1,Monday,Clear,0.2,0.197,51.0,0.194,4,67,71,weekdays,Normal
391,2011-01-17,Spring,2011,Jan,18,1,Monday,Misty,0.18,0.1667,55.00000000000001,0.2537,7,85,92,weekdays,Normal
392,2011-01-17,Spring,2011,Jan,19,1,Monday,Light_rainsnow,0.18,0.1818,59.0,0.194,2,58,60,weekdays,Normal
393,2011-01-17,Spring,2011,Jan,20,1,Monday,Light_rainsnow,0.16,0.1515,80.0,0.194,4,29,33,weekdays,Lembab
394,2011-01-17,Spring,2011,Jan,21,1,Monday,Light_rainsnow,0.16,0.1515,80.0,0.194,3,24,27,weekdays,Lembab
395,2011-01-17,Spring,2011,Jan,22,1,Monday,Light_rainsnow,0.14,0.1212,93.0,0.2537,0,13,13,weekdays,Lembab
396,2011-01-17,Spring,2011,Jan,23,1,Monday,Light_rainsnow,0.16,0.1364,86.0,0.2836,1,3,4,weekdays,Lembab
397,2011-01-18,Spring,2011,Jan,12,0,Tuesday,Misty,0.2,0.1818,86.0,0.3284,0,3,3,weekdays,Lembab
398,2011-01-18,Spring,2011,Jan,13,0,Tuesday,Misty,0.2,0.197,86.0,0.2239,0,22,22,weekdays,Lembab
399,2011-01-18,Spring,2011,Jan,14,0,Tuesday,Misty,0.22,0.2273,80.0,0.1642,2,26,28,weekdays,Lembab
400,2011-01-18,Spring,2011,Jan,15,0,Tuesday,Misty,0.22,0.2273,87.0,0.1642,3,32,35,weekdays,Lembab
401,2011-01-18,Spring,2011,Jan,16,0,Tuesday,Misty,0.22,0.2273,87.0,0.194,0,61,61,weekdays,Lembab
402,2011-01-18,Spring,2011,Jan,17,0,Tuesday,Misty,0.22,0.2273,82.0,0.194,1,124,125,weekdays,Lembab
403,2011-01-18,Spring,2011,Jan,18,0,Tuesday,Misty,0.22,0.2273,80.0,0.1642,1,132,133,weekdays,Lembab
404,2011-01-18,Spring,2011,Jan,19,0,Tuesday,Misty,0.22,0.2273,80.0,0.1343,1,98,99,weekdays,Lembab
405,2011-01-18,Spring,2011,Jan,20,0,Tuesday,Misty,0.22,0.2727,87.0,0.0,0,83,83,weekdays,Lembab
406,2011-01-18,Spring,2011,Jan,21,0,Tuesday,Misty,0.22,0.2424,93.0,0.1045,0,41,41,weekdays,Lembab
407,2011-01-18,Spring,2011,Jan,22,0,Tuesday,Misty,0.22,0.2576,93.0,0.0896,0,33,33,weekdays,Lembab
408,2011-01-18,Spring,2011,Jan,23,0,Tuesday,Misty,0.22,0.2727,93.0,0.0,1,19,20,weekdays,Lembab
409,2011-01-19,Spring,2011,Jan,0,0,Wednesday,Misty,0.22,0.2727,93.0,0.0,0,3,3,weekdays,Lembab
410,2011-01-19,Spring,2011,Jan,1,0,Wednesday,Light_rainsnow,0.22,0.2273,93.0,0.1343,1,6,7,weekdays,Lembab
411,2011-01-19,Spring,2011,Jan,2,0,Wednesday,Light_rainsnow,0.22,0.2273,93.0,0.1343,0,3,3,weekdays,Lembab
412,2011-01-19,Spring,2011,Jan,4,0,Wednesday,Light_rainsnow,0.22,0.2273,93.0,0.1343,1,1,2,weekdays,Lembab
413,2011-01-19,Spring,2011,Jan,5,0,Wednesday,Misty,0.22,0.2576,93.0,0.0896,0,7,7,weekdays,Lembab
414,2011-01-19,Spring,2011,Jan,6,0,Wednesday,Misty,0.22,0.2576,93.0,0.0896,0,32,32,weekdays,Lembab
415,2011-01-19,Spring,2011,Jan,7,0,Wednesday,Misty,0.24,0.2576,92.0,0.1045,1,89,90,weekdays,Lembab
416,2011-01-19,Spring,2011,Jan,8,0,Wednesday,Misty,0.24,0.2576,93.0,0.1045,1,196,197,weekdays,Lembab
417,2011-01-19,Spring,2011,Jan,9,0,Wednesday,Misty,0.24,0.2576,93.0,0.1045,2,107,109,weekdays,Lembab
418,2011-01-19,Spring,2011,Jan,10,0,Wednesday,Misty,0.26,0.2727,93.0,0.1343,1,46,47,weekdays,Lembab
